id,posted_date,posted_year,title,work_types,publication_classes,themes,product,center,source_byline,contributors,contributor_role,authors_roster_matched,roster_match_count,pdf,url
45255,2022-01-19,2022,An investigation of item parameter invariance using focused calibration samples for MAP Growth,Research report,Report / brief,Computer adaptive testing,MAP Growth,Measurement & Psychometrics,Wei He,Wei He,author,Wei He,1,https://www.nwea.org/uploads/2021/06/MAP-Growth-Item-Calibration-with-Focused-Samples-2021-11-09-1.pdf,https://www.nwea.org/research/publication/an-investigation-of-item-parameter-invariance-using-focused-calibration-samples-for-map-growth/
45253,2022-01-18,2022,MAP Growth item parameter drift study,Research report,Report / brief,Computer adaptive testing,MAP Growth,Measurement & Psychometrics,Wei He,Wei He,author,Wei He,1,https://www.nwea.org/uploads/2021/06/MAP-Growth-Item-Parameter-Drift-2022-01-14.pdf,https://www.nwea.org/research/publication/map-growth-item-parameter-drift-study/
45252,2022-01-13,2022,Proportional relationships decluttered—at last!,White paper,Report / brief,Math & STEM,,,,,author,,0,https://www.nwea.org/uploads/2022/01/Proportional-relationships-decluttered-at-last_NWEA_Whitepaper-1.pdf,https://www.nwea.org/research/publication/proportional-relationships-decluttered-at-last/
45250,2022-01-11,2022,"Achievement and growth norms for course-specific MAP Growth Algebra 1, Geometry, and Algebra 2 tests",Research report,Report / brief,Measurement & scaling,MAP Growth,Measurement & Psychometrics,"Yeow Meng Thum, Wei He",Yeow Meng Thum; Wei He,author,Wei He,1,https://www.nwea.org/uploads/2021/06/2019-MAP-Growth-HS-Math-Norms-Report-FINAL.pdf,https://www.nwea.org/research/publication/achievement-and-growth-norms-for-course-specific-map-growth-algebra-1-geometry-and-algebra-2-tests/
45248,2022-01-11,2022,MAP Growth K-2 item fit analysis study: A follow-up study,Research report,Report / brief,Item response theory,MAP Growth,Measurement & Psychometrics,Wei He,Wei He,author,Wei He,1,https://www.nwea.org/uploads/2021/06/MAP-Growth-K-2-Item-Fit-Analysis_Follow-up-Study-2020-05-05.pdf,https://www.nwea.org/research/publication/map-growth-k-2-item-fit-analysis-study-a-follow-up-study/
45244,2022-01-10,2022,"MAP Growth linking studies: Intended uses, methodology, and recent studies",White paper,Report / brief,,MAP Growth,Measurement & Psychometrics,Ann Hu,Ann Hu,author,Ann Hu,1,https://www.nwea.org/uploads/2021/06/MAP-Growth-Linking-Studies_Uses-Methodology-Recent-Studies-2021-11-15.pdf,https://www.nwea.org/research/publication/map-growth-linking-studies-intended-uses-methodology-and-recent-studies/
45240,2021-12-13,2021,Learning during COVID-19: An update on student achievement and growth at the start of the 2021-22 school year,Research brief,Report / brief,COVID-19 & schools; Equity; Growth modeling,,NWEA Research,"Karyn Lewis, Megan Kuhfeld",Karyn Lewis; Megan Kuhfeld,author,Karyn Lewis; Megan Kuhfeld,2,https://www.nwea.org/uploads/2021/12/Learning-during-COVID19-An-update-on-student-achivement-and-growth-at-the-start-of-the-2021-2022-school-year-Research-Brief-1.pdf,https://www.nwea.org/research/publication/learning-during-covid-19-an-update-on-student-achievement-and-growth-at-the-start-of-the-2021-22-school-year/
45241,2021-12-13,2021,Technical appendix for: Learning during COVID-19: An update on student achievement and growth at the start of the 2021-22 school year,Technical brief,Technical / psychometric,COVID-19 & schools; Equity; Growth modeling,,NWEA Research,"Megan Kuhfeld, Karyn Lewis",Megan Kuhfeld; Karyn Lewis,author,Megan Kuhfeld; Karyn Lewis,2,https://www.nwea.org/uploads/2021/12/Technical-appendix-for-Learning-During-COVID-19-An-update-on-student-achievement-and-growth-at-the-start-of-the-2021-2022-school-year.2022.01.12.pdf,https://www.nwea.org/research/publication/technical-appendix-for-learning-during-covid-19-an-update-on-student-achievement-and-growth-at-the-start-of-the-2021-22-school-year/
45238,2021-11-05,2021,Automated item generation (AIG): A future for more equitable measurement,Presentation,Conference presentation,Item response theory,,Measurement & Psychometrics,"Sarah Miller, Sylvia Scheuring, Abby Javurek, Jake McMillen, Emily Bo, Mary Ann Simpson",Sarah Miller; Sylvia Scheuring; Abby Javurek; Jake McMillen; Emily Bo; Mary Ann Simpson,author,,0,,https://www.nwea.org/research/publication/automated-item-generation-aig-a-future-for-more-equitable-measurement/
45236,2021-11-05,2021,Equating WCPM scores across passages of MAP Reading Fluency,Research report,Report / brief,Measurement & scaling; Reading & language arts,MAP Reading Fluency,Measurement & Psychometrics,"Jing Chen, Mary Ann Simpson",Jing Chen; Mary Ann Simpson,author,,0,https://www.nwea.org/uploads/2021/06/equating-words-correct-per-minute-scores-across-passages-of-MAP-Reading-Fluency_NWEA_researchreport.pdf,https://www.nwea.org/research/publication/equating-words-correct-per-minute-wcpm-scores-across-passages-of-map-reading-fluency/
45235,2021-11-01,2021,The road to COVID recovery: How districts are seizing the once-in-a-generation opportunity to learn from ESSER interventions,Presentation,Conference presentation,COVID-19 & schools; High-growth schools & practices; Informing instruction,,NWEA Research,"David Brackett, Jacob Cortez, Dan Goldhaber, Emily Morton",David Brackett; Jacob Cortez; Dan Goldhaber; Emily Morton,author,Emily Morton,1,,https://www.nwea.org/research/publication/the-road-to-covid-recovery-how-districts-are-seizing-the-once-in-a-generation-opportunity-to-learn-from-esser-interventions/
45234,2021-11-01,2021,Variation in respondent speed and its implications: Evidence from an adaptive testing scenario,Journal article,Journal article,Innovations in reporting & assessment; School & test engagement,,NWEA Research,"Benjamin Domingue, Klint Kanopka, Ben Staug, James Soland, Megan Kuhfeld, Steven Wise, Chris Piech",Benjamin Domingue; Klint Kanopka; Ben Staug; James Soland; Megan Kuhfeld; Steven Wise; Chris Piech,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/variation-in-respondent-speed-and-its-implications-evidence-from-an-adaptive-testing-scenario/
45233,2021-11-01,2021,The forgotten 20 percent: Achievement and growth in rural schools across the nation,Journal article,Journal article,Equity; Growth modeling; Seasonal learning patterns & summer loss,,NWEA Research,"Angela Johnson, Megan Kuhfeld, James Soland",Angela Johnson; Megan Kuhfeld; James Soland,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/the-forgotten-20-percent-achievement-and-growth-in-rural-schools-across-the-nation/
45232,2021-11-01,2021,Does four equal five? Implementation and outcomes of the four-day school week,Research report,Report / brief,Informing instruction,,NWEA Research,"M. Rebecca Kilburn, Andrea Phillips, Celia Gomez, Louis Mariano, Christopher Doss, Wendy Troxel, Emily Morton, Kevin Estes",M. Rebecca Kilburn; Andrea Phillips; Celia Gomez; Louis Mariano; Christopher Doss; Wendy Troxel; Emily Morton; Kevin Estes,author,Emily Morton,1,,https://www.nwea.org/research/publication/does-four-equal-five-implementation-and-outcomes-of-the-four-day-school-week/
45231,2021-11-01,2021,Schools as refractors: Change in variance in children’s cognitive skills change while in school versus out,Journal article,Journal article,Equity; Seasonal learning patterns & summer loss,,NWEA Research,"Dennis Condron, Douglas Downery, Megan Kuhfeld",Dennis Condron; Douglas Downey; Megan Kuhfeld,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/schools-as-refractors-change-in-variance-in-childrens-cognitive-skills-change-while-in-school-versus-out/
45230,2021-11-01,2021,A method for identifying partial test-taking engagement,Journal article,Journal article,Innovations in reporting & assessment; Measurement & scaling; School & test engagement,,NWEA Research,"Steven Wise, Megan Kuhfeld",Steven Wise; Megan Kuhfeld,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/a-method-for-identifying-partial-test-taking-engagement/
45229,2021-11-01,2021,Family perceptions of participating in a structured summer kindergarten transition program,Journal article,Journal article,Early learning; Empowering educators,,NWEA Research,"Christopher Merideth, Beth Cavanaugh, Sue Romas, Nicole Ralston, Eva Arias, Beth Tarasawa, Jacqueline Waggoner",Christopher Merideth; Beth Cavanaugh; Sue Romas; Nicole Ralston; Eva Arias; Beth Tarasawa; Jacqueline Waggoner,author,Beth Tarasawa,1,,https://www.nwea.org/research/publication/family-perceptions-of-participating-in-a-structured-summer-kindergarten-transition-program/
45228,2021-11-01,2021,Disparities and discrimination in student discipline by race and family income,Journal article,Journal article,Equity,,NWEA Research,"Nathan Barrett, Andrew McEachin, Jonathan Mills, Jon Valant",Nathan Barrett; Andrew McEachin; Jonathan Mills; Jon Valant,author,,0,,https://www.nwea.org/research/publication/disparities-and-discrimination-in-student-discipline-by-race-and-family-income/
45227,2021-11-01,2021,Predictors and consequences of school mobility in middle childhood,Journal article,Journal article,Middle school; Social-emotional learning,,NWEA Research,"Deborah Lowe Vandell, Megan Kuhfeld, Elizabeth Gershoff, Robert Crosnoe",Deborah Lowe Vandell; Megan Kuhfeld; Elizabeth Gershoff; Robert Crosnoe,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/predictors-and-consequences-of-school-mobility-in-middle-childhood/
45225,2021-11-01,2021,Six insights regarding test-taking disengagement,Journal article,Journal article,Measurement & scaling; School & test engagement,,NWEA Research,Steven Wise,Steven Wise,author,,0,,https://www.nwea.org/research/publication/six-insights-regarding-test-taking-disengagement/
45224,2021-11-01,2021,The impact of disengaged test taking on a state’s accountability test results,Journal article,Journal article,Equity; Measurement & scaling; School & test engagement,,NWEA Research,"Steven Wise, Jonghwan (Jay) Lee, Sukkeun Im",Steven Wise; Jonghwan (Jay) Lee; Sukkeun Im,author,,0,,https://www.nwea.org/research/publication/the-impact-of-disengaged-test-taking-on-a-states-accountability-test-results/
45219,2021-07-28,2021,Technical appendix for: Learning during COVID-19: Reading and math achievement in the 2020-2021 school year,Technical brief,Technical / psychometric,COVID-19 & schools; Equity,,NWEA Research,,,author,,0,https://www.nwea.org/uploads/2020/03/Technical-appendix-for-Learning-during-COVID19-Reading-and-math-achievement-in-the-2020-2021-school-year.pdf,https://www.nwea.org/research/publication/technical-appendix-for-learning-during-covid-19-reading-and-math-achievement-in-the-2020-2021-school-year/
45216,2021-07-28,2021,Learning during COVID-19: Reading and math achievement in the 2020-2021 school year,Research brief,Report / brief,COVID-19 & schools; Equity,,NWEA Research,,,author,,0,https://www.nwea.org/uploads/2021/07/Learning-during-COVID-19-Reading-and-math-achievement-in-the-2020-2021-school-year.research-brief-1.pdf,https://www.nwea.org/research/publication/learning-during-covid-19-reading-and-math-achievement-in-the-2020-2021-school-year/
45221,2021-07-23,2021,"Transforming education through COVID-19 recovery and learning acceleration: research findings, policy recommendations, and lessons from the ground",Presentation,Conference presentation,COVID-19 & schools; Equity,,NWEA Research,"Michael Conner, PhD, Beth Tarasawa, Deb Delisle, Janet Murguía, Chris Minnich, Marc Morial","Michael Conner, PhD; Beth Tarasawa; Deb Delisle; Janet Murguía; Chris Minnich; Marc Morial",author,Beth Tarasawa,1,,https://www.nwea.org/research/publication/transforming-education-through-covid-19-recovery-and-learning-acceleration-research-findings-policy-recommendations-and-lessons-from-the-ground/
45211,2021-07-14,2021,Progress monitoring measures in  mathematics: a review of the literature.,Journal article,Journal article,Math & STEM; Measurement & scaling,,,,,author,,0,,https://www.nwea.org/research/publication/progress-monitoring-measures-in-mathematics-a-review-of-the-literature/
45204,2021-06-25,2021,Understanding the initial educational impacts of COVID-19  on communities of color,Research report,Report / brief,COVID-19 & schools; Equity,,NWEA Research,"Megan Kuhfeld, Erik Ruzek, Karyn Lewis, James Soland, Angela Johnson, Beth Tarasawa, Lindsay Dworkin",Megan Kuhfeld; Erik Ruzek; Karyn Lewis; James Soland; Angela Johnson; Beth Tarasawa; Lindsay Dworkin,author,Megan Kuhfeld; Karyn Lewis; Beth Tarasawa,3,https://www.nwea.org/uploads/2020/03/Understanding-the-initial-educational-impacts-of-COVID19-on-communities-of-color.Resear-hBrief.pdf,https://www.nwea.org/research/publication/understanding-the-initial-educational-impacts-of-covid-19-on-communities-of-color/
45202,2021-06-07,2021,Academic growth for students with disabilities: Lessons from school-year learning gains and summer learning loss—Implications for COVID-19 recovery and beyond,Policy brief,Report / brief,COVID-19 & schools; Equity,,NWEA Research,,,author,,0,,https://www.nwea.org/research/publication/academic-growth-for-students-with-disabilities-lessons-from-school-year-learning-gains-and-summer-learning-loss-implications-for-covid-19-recovery-and-beyond/
45201,2021-05-27,2021,Exploring the educational impacts of COVID-19,Data visualization,Blog / web,COVID-19 & schools; Innovations in reporting & assessment,,NWEA Research,Greg King,Greg King,author,,0,,https://www.nwea.org/research/publication/exploring-the-educational-impacts-of-covid-19/
45200,2021-05-27,2021,Understanding differential growth during school years and summers for students in special education,Working paper,Working paper / preprint,Equity; Growth modeling; Seasonal learning patterns & summer loss,,NWEA Research,"Angela Johnson, Elizabeth Barker",Angela Johnson; Elizabeth Barker,author,,0,,https://www.nwea.org/research/publication/understanding-differential-growth-during-school-years-and-summers-for-students-in-special-education-paper/
45197,2021-05-26,2021,Understanding differential growth during school years and summers for students in special education,Research brief,Report / brief,Equity; Growth modeling; Seasonal learning patterns & summer loss,,NWEA Research,"Angela Johnson, Elizabeth Barker",Angela Johnson; Elizabeth Barker,author,,0,https://www.nwea.org/uploads/2021/05/Understanding-differential-growth-during-school-years-and-summers-for-students-in-special-education_NWEA_Research-Brief_Center-for-School-and-Student-Progress.pdf,https://www.nwea.org/research/publication/understanding-differential-growth-during-school-years-and-summers-for-students-in-special-education/
45196,2021-05-24,2021,"Do students rapidly guess repeatedly over time? A longitudinal analysis of student test disengagement, background, and attitudes",Journal article,Journal article,Measurement & scaling; School & test engagement; Social-emotional learning,,NWEA Research,"James Soland, Megan Kuhfeld",James Soland; Megan Kuhfeld,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/do-students-rapidly-guess-repeatedly-over-time-a-longitudinal-analysis-of-student-test-disengagement-background-and-attitudes-presentation/
45195,2021-05-24,2021,Avoiding bias from sum scores in growth estimates: An examination of IRT-based approaches to scoring longitudinal survey responses,Journal article,Journal article,Growth modeling; Measurement & scaling; Social-emotional learning,,NWEA Research,"Megan Kuhfeld, James Soland",Megan Kuhfeld; James Soland,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/avoiding-bias-from-sum-scores-in-growth-estimates/
45193,2021-05-22,2021,Measuring middle school achievement trajectories for college readiness,Journal article,Journal article,College & career readiness; Equity; Middle school,,NWEA Research,"Angela Johnson, Megan Kuhfeld, Greg King",Angela Johnson; Megan Kuhfeld; Greg King,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/measuring-middle-school-achievement-trajectories-for-college-readiness/
45192,2021-05-22,2021,A multi-rater latent growth curve model,Journal article,Journal article,Growth modeling; Measurement & scaling; Social-emotional learning,,NWEA Research,"James Soland, Megan Kuhfeld",James Soland; Megan Kuhfeld,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/a-multi-rater-latent-growth-curve-model/
45191,2021-05-21,2021,Comparing different response time threshold setting methods to detect low effort on a large-scale assessment,Journal article,Journal article,School & test engagement,,NWEA Research,"James Soland, Megan Kuhfeld, Joseph Rios",James Soland; Megan Kuhfeld; Joseph Rios,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/comparing-different-response-time-threshold-setting-methods-to-detect-low-effort-on-a-large-scale-assessment/
45190,2021-05-21,2021,The learning curve: Revisiting within-year linear growth assumptions,Journal article,Journal article,Growth modeling; Measurement & scaling; Seasonal learning patterns & summer loss,,NWEA Research,"Megan Kuhfeld, James Soland",Megan Kuhfeld; James Soland,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/35099/
45188,2021-05-21,2021,"Supporting COVID-19 recovery for students with disabilities: Research findings, policy recommendations, and lessons from the ground",Presentation,Conference presentation,COVID-19 & schools; Equity; Seasonal learning patterns & summer loss,,NWEA Research,"Elizabeth Barker, Angela Johnson, Meghan Whittaker, Esq., Michael K. Yudin, Phillip Lovell, Jeremy Boerner","Elizabeth Barker; Angela Johnson; Meghan Whittaker, Esq.; Michael K. Yudin; Phillip Lovell; Jeremy Boerner",author,,0,,https://www.nwea.org/research/publication/supporting-covid-19-recovery-for-students-with-disabilities-research-findings-policy-recommendations-and-lessons-from-the-ground/
45185,2021-05-21,2021,User guide for interpreting the NWEA state dashboard: Exploring the educational  impacts of COVID-19,White paper,Report / brief,COVID-19 & schools; Innovations in reporting & assessment,,NWEA Research,Greg King,Greg King,author,,0,https://www.nwea.org/uploads/2021/05/User-guide-for-interpreting-the-NWEA-state-dashboard-Exploring-the-educational-impacts-of-COVID-19_NWEA_Guide.2021.07.pdf,https://www.nwea.org/research/publication/user-guide-for-interpreting-the-nwea-state-dashboard-exploring-the-educational-impacts-of-covid-19/
45180,2021-05-20,2021,Robust IRT scaling: Considerations in constructing item bank from tests across years,Presentation paper,Conference paper,Computer adaptive testing; Item response theory; Measurement & scaling,,Measurement & Psychometrics,"Jungnam Kim, Dong-In Kim, Furong Gao",Jungnam Kim; Dong-In Kim; Furong Gao,author,,0,https://www.nwea.org/uploads/2021/06/Robust-IRT-Scaling_NWEA_conferencePaper.pdf,https://www.nwea.org/research/publication/robust-irt-scaling-considerations-in-constructing-item-bank-from-tests-across-years/
45175,2021-05-20,2021,From through-course summative to adaptive through-year models for large-scale assessment: A literature review,Research brief,Report / brief,Computer adaptive testing; Test design,,Measurement & Psychometrics,Garron Gianopulos,Garron Gianopulos,author,,0,https://www.nwea.org/uploads/2021/06/From-Through-Course-Summative-to-Adaptive-Through-Year-Models-for-Large-scale-Assessment_NWEA_literatureReview.pdf,https://www.nwea.org/research/publication/from-through-course-summative-to-adaptive-through-year-models-for-large-scale-assessment-a-literature-review/
45174,2021-05-20,2021,Arguing about the effectiveness of assessments for the classroom,Journal article,Journal article,Learning standards & alignment; Test design,,Measurement & Psychometrics,Garron Gianopulos,Garron Gianopulos,author,,0,,https://www.nwea.org/research/publication/arguing-about-the-effectiveness-of-assessments-for-the-classroom/
45169,2021-05-19,2021,MAP Growth K–2 item fit analysis study,Research report,Report / brief,Item response theory,MAP Growth,Measurement & Psychometrics,Wei He,Wei He,author,Wei He,1,https://www.nwea.org/uploads/2021/06/MAP-Growth-K-2-Item-Fit-Analysis-2019-05-17-V2_NWEA_report.pdf,https://www.nwea.org/research/publication/map-growth-k-2-item-fit-analysis-study/
45167,2021-05-19,2021,A comparison of item parameter estimates in Pychometrik and the existing item calibration tool,Research report,Report / brief,Item response theory,,Measurement & Psychometrics,"Wei He, Patrick Meyer, Russ Grandgeorge, Emily Bo",Wei He; Patrick Meyer; Russ Grandgeorge; Emily Bo,author,Wei He; Patrick Meyer,2,https://www.nwea.org/uploads/2021/06/Pychometrik-Item-Parameter-Estimate-Comparability-Study-2021-01-15_NWEA_report.pdf,https://www.nwea.org/research/publication/a-comparison-of-item-parameter-estimates-in-pychometrik-and-the-existing-item-calibration-tool/
45165,2021-05-19,2021,MAP Growth universal screening benchmarks: Establishing MAP Growth as an effective universal screener,Research report,Report / brief,Guidance,MAP Growth,Measurement & Psychometrics,"Wei He, Patrick Meyer",Wei He; Patrick Meyer,author,Wei He; Patrick Meyer,2,https://www.nwea.org/uploads/MAP-Growth-Universal-Screening-Benchmarks-2021-03-12_NWEA_report-with-Memo.pdf,https://www.nwea.org/research/publication/map-growth-universal-screening-benchmarks-establishing-map-growth-as-an-effective-universal-screener/
45164,2021-05-19,2021,"A large-scale, long-term study of scale drift: The micro view and the macro view",Presentation paper,Conference paper,Computer adaptive testing; Measurement & scaling,,Measurement & Psychometrics,,,author,,0,,https://www.nwea.org/research/publication/a-large-scale-long-term-study-of-scale-drift-the-micro-view-and-the-macro-view/
45162,2021-05-19,2021,Simulation study for evaluating MAP Growth item pools with grade-level constraints,Research report,Report / brief,Computer adaptive testing; Measurement & scaling,,Measurement & Psychometrics,"Xueming (Sylvia) Li, Patrick Meyer",Xueming (Sylvia) Li; Patrick Meyer,author,Xueming (Sylvia) Li; Patrick Meyer,2,https://www.nwea.org/uploads/2021/06/MAP-Growth-Grade-Level-Simulation-Study-2020-01-23_NWEA_report.pdf,https://www.nwea.org/research/publication/simulation-study-for-evaluating-map-growth-item-pools-with-grade-level-constraints/
45161,2021-05-19,2021,A longitudinal study of reading growth for students with visual impairments,Journal article,Journal article,Accessibility; Growth; Reading & language arts,,Measurement & Psychometrics,"Beth Boroson, Elizabeth Barker, Xueming (Sylvia) Li",Beth Boroson; Elizabeth Barker; Xueming (Sylvia) Li,author,Xueming (Sylvia) Li,1,,https://www.nwea.org/research/publication/a-longitudinal-study-of-reading-growth-for-students-with-visual-impairments-2/
45159,2021-05-19,2021,Spanish MAP Growth Reading technical report,Technical report,Technical / psychometric,Assessments in Spanish; Computer adaptive testing; Test design,MAP Growth; MAP Spanish,Measurement & Psychometrics,"Shudong Wang, Patrick Meyer, Carmen Hall, Teresa Krastel, Adam Withycombe",Shudong Wang; Patrick Meyer; Carmen Hall; Teresa Krastel; Adam Withycombe,author,Patrick Meyer,1,https://www.nwea.org/uploads/2021/06/Spanish-MAP-Growth-Reading-Technical-Report-2021-03-17.pdf,https://www.nwea.org/research/publication/spanish-map-growth-reading-technical-report/
45157,2021-05-19,2021,Calibration of Spanish MAP Growth Math tests,Research report,Report / brief,Assessments in Spanish; Item response theory,MAP Growth; MAP Spanish,Measurement & Psychometrics,"Shudong Wang, Xueming (Sylvia) Li",Shudong Wang; Xueming (Sylvia) Li,author,Xueming (Sylvia) Li,1,https://www.nwea.org/uploads/2021/06/Spanish-MAP-Growth-Math-Calibration-2020-06-15_NWEA_report.pdf,https://www.nwea.org/research/publication/calibration-of-spanish-map-growth-math-tests/
45156,2021-05-19,2021,Effects of computerized adaptive test designs on content coverage and efficiency of reading comprehension test with passages aligned to Common Core State Standards,Presentation paper,Conference paper,Computer adaptive testing; Learning standards & alignment; Test design,,Measurement & Psychometrics,"Shudong Wang, Hong Jiao",Shudong Wang; Hong Jiao,author,,0,,https://www.nwea.org/research/publication/effects-of-computerized-adaptive-test-designs-on-content-coverage-and-efficiency-of-reading-comprehension-test-with-passages-aligned-to-common-core-state-standards/
45154,2021-05-19,2021,The effect of nonignorable missing data in computerized adaptive test on item fit statistics for polytomous item response models,Presentation paper,Conference paper,Computer adaptive testing; Item response theory; Measurement & scaling,,Measurement & Psychometrics,"Shudong Wang, Hong Jiao",Shudong Wang; Hong Jiao,author,,0,,https://www.nwea.org/research/publication/the-effect-of-nonignorable-missing-data-in-computerized-adaptive-test-on-item-fit-statistics-for-polytomous-item-response-models/
45153,2021-05-19,2021,Examine construct validity of computerized adaptive test in K–12 assessments,Presentation paper,Conference paper,Computer adaptive testing,,Measurement & Psychometrics,"Shudong Wang, Hong Jiao",Shudong Wang; Hong Jiao,author,,0,https://www.nwea.org/uploads/2014/07/Examine-Construct-Validity-of-Computerized-Adaptive-Test-in-K-12-Assessments.pdf,https://www.nwea.org/research/publication/examine-construct-validity-of-computerized-adaptive-test-in-k-12-assessments/
45147,2021-05-18,2021,"Validation of longitudinal achievement constructs of vertically scaled computerised adaptive tests: a multiple-indicator, latent-growth modelling approach",Journal article,Journal article,Growth modeling; Measurement & scaling,,Measurement & Psychometrics,"Shudong Wang, Hong Jiao, Liru Zhang",Shudong Wang; Hong Jiao; Liru Zhang,author,,0,https://www.nwea.org/uploads/2014/07/Validation-of-longitudinal-achievement-constructs.pdf,https://www.nwea.org/research/publication/validation-of-longitudinal-achievement-constructs-of-vertically-scaled-computerised-adaptive-tests-a-multiple-indicator-latent-growth-modelling-approach/
45146,2021-05-18,2021,Construct validity and measurement invariance of computerized adaptive testing: Application to Measures of Academic Progress (MAP) using confirmatory factor analysis,Journal article,Journal article,Measurement & scaling; Test design,,Measurement & Psychometrics,"Shudong Wang, Marth S. McCall, Hong Jiao, Gregg Harris",Shudong Wang; Marth S. McCall; Hong Jiao; Gregg Harris,author,,0,https://www.nwea.org/uploads/2014/07/Construct-Validity-and-Measurement-Variance.pdf,https://www.nwea.org/research/publication/construct-validity-and-measurement-invariance-of-computerized-adaptive-testing-application-to-measures-of-academic-progress-map-using-confirmatory-factor-analysis/
45145,2021-05-18,2021,A semi-supervised learning-based diagnostic classification method using artificial neural networks,Journal article,Journal article,Measurement & scaling,,Measurement & Psychometrics,"Kang Xue, Laine Bradshaw",Kang Xue; Laine Bradshaw,author,,0,,https://www.nwea.org/research/publication/a-semi-supervised-learning-based-diagnostic-classification-method-using-artificial-neural-networks/
45144,2021-05-18,2021,Predicting the difficulty and response time of multiple choice questions using transfer learning,Journal article,Journal article,Innovations in reporting & assessment,,Measurement & Psychometrics,"Kang Xue, Victoria Yaneva, Christopher Runyon, Peter Baldwin",Kang Xue; Victoria Yaneva; Christopher Runyon; Peter Baldwin,author,,0,,https://www.nwea.org/research/publication/predicting-the-difficulty-and-response-time-of-multiple-choice-questions-using-transfer-learning/
45143,2021-05-18,2021,Semi-supervised learning method for adjusting biased item difficulty estimates caused by nonignorable missingness under 2PL-IRT model,Journal article,Journal article,Measurement & scaling,,,"Kang Xue, Walter Liete, Anne Corrine Huggins-Manley",Kang Xue; Walter Liete; Anne Corrine Huggins-Manley,author,,0,,https://www.nwea.org/research/publication/semi-supervised-learning-method-for-adjusting-biased-item-difficulty-estimates-caused-by-nonignorable-missingness-under-2pl-irt-model-2/
45140,2021-05-18,2021,Comparability of MAP Growth tests administered through different technology and psychometric infrastructure: An engine evaluation study based on empirical data,Research report,Report / brief,Measurement & scaling; Test design,MAP Growth,Measurement & Psychometrics,"Patrick Meyer, Emily Bo",Patrick Meyer; Emily Bo,author,Patrick Meyer,1,https://www.nwea.org/uploads/2021/06/Project-Altair-Engine-Evaluations_MAP-Growth-COLO-CBE-Comparability-2020-09-29_NWEA_report.pdf,https://www.nwea.org/research/publication/comparability-of-map-growth-tests-administered-through-different-technology-and-psychometric-infrastructure-an-engine-evaluation-study-based-on-empirical-data/
45137,2021-05-18,2021,Comparability of MAP Growth tests administered through different technology and psychometric infrastructure: A simulation study,Research report,Report / brief,Measurement & scaling; Test design,MAP Growth,Measurement & Psychometrics,"Ann Hu, Patrick Meyer, May Chien",Ann Hu; Patrick Meyer; May Chien,author,Ann Hu; Patrick Meyer,2,https://www.nwea.org/uploads/2021/06/Project-Altair-Simulations_MAP-Growth-COLO-CBE-Comparability-2021-03-11_NWEA_report.pdf,https://www.nwea.org/research/publication/comparability-of-map-growth-tests-administered-through-different-technology-and-psychometric-infrastructure-a-simulation-study/
45134,2021-05-17,2021,Incorporating person covariates and response times as collateral information to improve person and item parameter estimations,Presentation,Conference presentation,Test design,,Measurement & Psychometrics,"Shudong Wang, Hong Jiao",Shudong Wang; Hong Jiao,author,,0,,https://www.nwea.org/research/publication/incorporating-person-covariates-and-response-times-as-collateral-information-to-improve-person-and-item-parameter-estimations/
45129,2021-03-31,2021,Preparing early learners: Considerations for supporting the kindergarten class of 2021,Research brief,Report / brief,COVID-19 & schools; Early learning; Equity,,NWEA Research,"Beth Tarasawa, Angela Johnson, Christine Yankel",Beth Tarasawa; Angela Johnson; Christine Yankel,author,Beth Tarasawa,1,https://www.nwea.org/uploads/2021/03/Preparing-early-learners-Considerations-for-supporting-the-kindergarten-class-of-2021_NWEA_Research-Collaborative-Brief.pdf,https://www.nwea.org/research/publication/preparing-early-learners-considerations-for-supporting-the-kindergarten-class-of-2021/
45120,2021-02-04,2021,Within-year achievement gains for English Learners,Working paper,Working paper / preprint,English Language Learners; Equity,,NWEA Research,Angela Johnson,Angela Johnson,author,,0,,https://www.nwea.org/research/publication/within-year-achievement-gains-for-english-learners/
45119,2020-12-15,2020,Learning during COVID-19: Initial findings on students’ reading and math achievement and growth,Data visualization,Blog / web,COVID-19 & schools; Equity,,NWEA Research,Dave Moyer,Dave Moyer,author,,0,,https://www.nwea.org/research/publication/learning-during-covid-19-initial-findings-on-students-reading-and-math-achievement-and-growth-visualization/
